From,To,Length(m),Azimuth(deg),Clino(deg)
601.7@First-guano.Mountaineye,-,9.67,112.35,2.43
601.7@First-guano.Mountaineye,-,5.74,76.57,-2.31
601.7@First-guano.Mountaineye,-,14.60,102.00,1.64
601.7@First-guano.Mountaineye,601.8@First-guano.Mountaineye,13.76,95.39,1.35
601.8@First-guano.Mountaineye,-,4.39,338.83,-9.09
601.8@First-guano.Mountaineye,-,0.90,355.89,72.36
601.8@First-guano.Mountaineye,-,3.21,166.33,1.36
601.8@First-guano.Mountaineye,-,1.56,239.51,-81.06
601.8@First-guano.Mountaineye,-,4.49,18.56,3.83
601.8@First-guano.Mountaineye,-,9.15,86.80,-2.89
601.8@First-guano.Mountaineye,-,5.79,68.38,-2.14
601.8@First-guano.Mountaineye,-,6.25,75.44,-3.64
601.8@First-guano.Mountaineye,-,4.71,121.13,8.38
601.8@First-guano.Mountaineye,601.9@First-guano.Mountaineye,8.57,104.88,-4.98
601.9@First-guano.Mountaineye,-,2.83,215.82,0.03
601.9@First-guano.Mountaineye,-,1.35,150.46,69.66
601.9@First-guano.Mountaineye,-,3.25,64.01,5.50
601.9@First-guano.Mountaineye,-,1.52,323.93,-84.00
601.9@First-guano.Mountaineye,-,4.16,175.95,0.49
601.9@First-guano.Mountaineye,-,5.25,154.54,2.48
601.9@First-guano.Mountaineye,-,7.13,137.60,3.97
601.9@First-guano.Mountaineye,-,8.18,133.13,9.51
601.9@First-guano.Mountaineye,-,6.13,103.05,10.09
601.9@First-guano.Mountaineye,-,10.28,123.54,8.34
601.9@First-guano.Mountaineye,601.10@First-guano.Mountaineye,11.49,127.83,5.97
601.10@First-guano.Mountaineye,-,1.24,56.55,-33.32
601.10@First-guano.Mountaineye,-,3.82,229.32,4.02
601.10@First-guano.Mountaineye,-,0.46,205.31,70.41
601.10@First-guano.Mountaineye,-,1.66,89.25,-69.88
8.6@biggar.Mountaineye,9.1@biggar.Mountaineye,7.07,117.20,1.40
9.1@biggar.Mountaineye,-,3.63,24.85,4.70
9.1@biggar.Mountaineye,-,12.80,172.25,12.90
9.1@biggar.Mountaineye,-,17.92,141.05,75.10
9.1@biggar.Mountaineye,-,1.21,340.25,-71.10
9.1@biggar.Mountaineye,9.2@biggar.Mountaineye,3.57,77.65,52.03
9.2@biggar.Mountaineye,-,1.67,330.85,46.50
9.2@biggar.Mountaineye,-,13.33,172.05,36.20
9.2@biggar.Mountaineye,-,14.83,184.25,80.20
9.2@biggar.Mountaineye,-,3.65,163.25,-82.00
9.2@biggar.Mountaineye,9.3@biggar.Mountaineye,10.81,64.15,38.89
9.3@biggar.Mountaineye,-,2.55,333.06,9.63
9.3@biggar.Mountaineye,-,9.21,161.54,10.91
9.3@biggar.Mountaineye,-,7.91,221.77,83.57
9.3@biggar.Mountaineye,-,2.86,257.67,-68.75
9.3@biggar.Mountaineye,-,14.70,245.68,-28.82
9.3@biggar.Mountaineye,-,10.42,249.64,-37.39
9.3@biggar.Mountaineye,-,12.22,218.99,-25.81
9.3@biggar.Mountaineye,9.4@biggar.Mountaineye,12.21,59.98,5.55
9.4@biggar.Mountaineye,-,10.44,160.61,1.21
9.4@biggar.Mountaineye,-,11.06,155.58,26.14
9.4@biggar.Mountaineye,-,9.96,155.85,43.26
9.4@biggar.Mountaineye,-,6.66,96.36,68.44
9.4@biggar.Mountaineye,-,1.12,62.44,20.97
9.4@biggar.Mountaineye,-,17.23,116.39,3.94
9.4@biggar.Mountaineye,-,35.44,99.07,0.66
9.4@biggar.Mountaineye,9.5@biggar.Mountaineye,58.70,89.72,-0.36
9.5@biggar.Mountaineye,-,31.77,279.89,6.88
9.5@biggar.Mountaineye,-,14.56,314.58,11.25
9.5@biggar.Mountaineye,-,1.37,196.69,-44.91
9.5@biggar.Mountaineye,-,1.63,215.66,-75.61
9.5@biggar.Mountaineye,-,11.56,307.23,53.15
9.5@biggar.Mountaineye,-,17.92,289.17,13.23
9.5@biggar.Mountaineye,-,25.62,33.60,10.81
9.5@biggar.Mountaineye,-,32.89,8.47,5.55
9.5@biggar.Mountaineye,9.6@biggar.Mountaineye,16.97,9.76,0.57
9.6@biggar.Mountaineye,-,10.22,109.36,24.19
9.6@biggar.Mountaineye,-,7.25,315.35,14.91
9.6@biggar.Mountaineye,-,8.45,52.49,75.57
9.6@biggar.Mountaineye,-,1.96,9.17,-44.15
9.6@biggar.Mountaineye,9.7@biggar.Mountaineye,33.16,38.35,2.28
9.7@biggar.Mountaineye,-,7.67,328.68,-3.31
9.7@biggar.Mountaineye,-,3.45,336.07,21.38
9.7@biggar.Mountaineye,-,4.85,139.47,17.41
9.7@biggar.Mountaineye,-,2.70,348.37,-67.87
9.7@biggar.Mountaineye,-,5.45,212.92,83.68
9.7@biggar.Mountaineye,-,22.57,242.72,-1.09
9.7@biggar.Mountaineye,-,13.41,211.39,7.67
9.7@biggar.Mountaineye,9.8@biggar.Mountaineye,31.95,59.73,-2.24
9.8@biggar.Mountaineye,-,1.27,123.24,16.93
9.8@biggar.Mountaineye,-,11.76,312.44,20.86
9.8@biggar.Mountaineye,-,1.41,328.11,-22.96
9.8@biggar.Mountaineye,-,11.54,5.71,48.86
9.8@biggar.Mountaineye,-,12.93,281.49,25.86
9.8@biggar.Mountaineye,-,16.52,222.61,11.65
9.8@biggar.Mountaineye,9.9@biggar.Mountaineye,30.22,18.55,0.85
9.9@biggar.Mountaineye,-,3.82,118.68,19.26
9.9@biggar.Mountaineye,-,9.21,286.44,25.54
9.9@biggar.Mountaineye,-,11.25,321.76,78.31
9.9@biggar.Mountaineye,-,1.01,328.05,-72.73
9.9@biggar.Mountaineye,-,16.40,227.21,13.16
9.9@biggar.Mountaineye,-,15.47,189.99,5.03
9.9@biggar.Mountaineye,-,9.72,256.65,27.39
9.9@biggar.Mountaineye,-,12.57,287.70,34.60
9.9@biggar.Mountaineye,-,12.60,271.74,33.78
9.9@biggar.Mountaineye,-,13.47,15.19,23.15
9.9@biggar.Mountaineye,-,11.11,7.69,10.64
9.9@biggar.Mountaineye,-,12.42,31.44,22.52
9.9@biggar.Mountaineye,-,13.07,332.28,27.46
9.9@biggar.Mountaineye,-,15.98,334.89,26.49
9.9@biggar.Mountaineye,-,12.80,308.73,29.35
9.9@biggar.Mountaineye,9.10@biggar.Mountaineye,11.53,17.97,11.11
9.10@biggar.Mountaineye,-,0.56,317.20,31.70
9.10@biggar.Mountaineye,-,2.92,127.03,2.01
9.10@biggar.Mountaineye,-,4.04,25.99,78.81
9.10@biggar.Mountaineye,-,4.64,101.70,60.27
9.10@biggar.Mountaineye,-,1.57,31.13,-69.18
9.10@biggar.Mountaineye,-,3.91,0.08,13.66
9.10@biggar.Mountaineye,9.11@biggar.Mountaineye,13.91,53.64,-3.59
9.11@biggar.Mountaineye,-,6.33,169.38,15.14
9.11@biggar.Mountaineye,-,7.85,12.94,21.85
9.11@biggar.Mountaineye,-,7.80,156.63,84.56
9.11@biggar.Mountaineye,-,1.34,196.78,-56.29
9.11@biggar.Mountaineye,-,8.89,228.35,15.44
9.11@biggar.Mountaineye,-,10.91,256.57,0.75
9.11@biggar.Mountaineye,-,14.68,296.96,12.38
9.11@biggar.Mountaineye,-,8.04,349.80,9.69
9.11@biggar.Mountaineye,9.12@biggar.Mountaineye,9.42,104.57,0.82
9.12@biggar.Mountaineye,-,5.00,163.78,10.88
9.12@biggar.Mountaineye,-,9.77,340.41,33.05
9.12@biggar.Mountaineye,-,10.90,36.07,76.28
9.12@biggar.Mountaineye,-,3.85,131.20,-23.62
9.12@biggar.Mountaineye,9.13@biggar.Mountaineye,11.32,63.45,9.39
9.13@biggar.Mountaineye,-,5.14,150.94,2.88
9.13@biggar.Mountaineye,-,6.35,342.22,23.90
9.13@biggar.Mountaineye,-,6.04,74.87,77.01
9.13@biggar.Mountaineye,-,1.85,115.88,-52.80
9.13@biggar.Mountaineye,9.14@biggar.Mountaineye,20.68,65.66,-1.45
9.14@biggar.Mountaineye,-,6.88,135.71,0.40
9.14@biggar.Mountaineye,-,6.59,349.38,32.28
9.14@biggar.Mountaineye,-,4.05,133.84,76.67
9.14@biggar.Mountaineye,-,5.35,84.16,-20.18
9.14@biggar.Mountaineye,-,15.51,227.38,-4.05
9.14@biggar.Mountaineye,-,13.49,214.75,-4.30
9.14@biggar.Mountaineye,-,9.90,284.41,19.74
9.14@biggar.Mountaineye,-,19.90,263.39,8.60
9.14@biggar.Mountaineye,9.15@biggar.Mountaineye,31.37,56.91,-1.49
9.15@biggar.Mountaineye,-,0.75,131.46,30.04
9.15@biggar.Mountaineye,-,1.40,328.49,12.25
9.15@biggar.Mountaineye,-,4.52,68.52,80.83
9.15@biggar.Mountaineye,-,2.07,339.44,-60.79
9.14@biggar.Mountaineye,-,0.00,353.65,0.00
9.14@biggar.Mountaineye,-,23.09,47.40,-0.83
9.14@biggar.Mountaineye,-,26.69,55.52,-1.44
9.14@biggar.Mountaineye,-,30.27,63.02,-1.41
9.14@biggar.Mountaineye,-,30.23,58.96,-1.41
9.14@biggar.Mountaineye,-,20.20,65.42,-3.92
9.15@biggar.Mountaineye,9.16@biggar.Mountaineye,7.39,43.66,-2.19
9.16@biggar.Mountaineye,-,1.23,139.68,1.99
9.16@biggar.Mountaineye,-,0.74,347.43,33.18
9.16@biggar.Mountaineye,-,4.77,127.55,74.55
9.16@biggar.Mountaineye,-,1.80,35.78,-84.34
9.16@biggar.Mountaineye,9.17@biggar.Mountaineye,6.74,66.32,-5.86
9.17@biggar.Mountaineye,-,0.34,151.96,44.46
9.17@biggar.Mountaineye,-,1.68,321.73,24.81
9.17@biggar.Mountaineye,-,5.10,358.08,85.95
9.17@biggar.Mountaineye,-,1.66,16.33,-50.02
9.17@biggar.Mountaineye,9.18@biggar.Mountaineye,5.94,34.00,-0.30
9.18@biggar.Mountaineye,-,2.88,146.98,3.70
9.18@biggar.Mountaineye,-,2.55,301.07,30.82
9.18@biggar.Mountaineye,-,7.20,133.20,0.08
9.18@biggar.Mountaineye,-,5.17,164.33,71.67
9.18@biggar.Mountaineye,-,1.73,148.21,-54.37
9.18@biggar.Mountaineye,9.19@biggar.Mountaineye,5.37,82.24,4.80
9.19@biggar.Mountaineye,-,2.06,153.36,5.56
9.19@biggar.Mountaineye,-,2.94,339.32,18.66
9.19@biggar.Mountaineye,-,4.50,67.63,84.36
9.19@biggar.Mountaineye,-,2.30,353.94,-41.76
9.19@biggar.Mountaineye,-,8.61,130.46,1.31
9.19@biggar.Mountaineye,-,8.94,49.80,31.68
9.19@biggar.Mountaineye,-,9.07,29.17,6.62
9.19@biggar.Mountaineye,9.20@biggar.Mountaineye,8.79,83.39,-3.31
9.20@biggar.Mountaineye,-,2.11,273.48,-0.68
9.20@biggar.Mountaineye,-,16.09,225.79,14.06
9.20@biggar.Mountaineye,-,11.77,210.57,14.00
9.20@biggar.Mountaineye,-,0.84,322.04,6.81
9.20@biggar.Mountaineye,-,3.72,147.51,16.57
9.20@biggar.Mountaineye,-,5.25,106.16,86.51
9.20@biggar.Mountaineye,-,1.41,130.75,-51.23
9.20@biggar.Mountaineye,9.21@biggar.Mountaineye,7.09,61.08,1.63
9.21@biggar.Mountaineye,-,1.63,322.30,8.45
9.21@biggar.Mountaineye,-,4.71,349.10,69.40
9.21@biggar.Mountaineye,-,1.60,359.88,-55.18
9.21@biggar.Mountaineye,9.22@biggar.Mountaineye,6.54,41.17,-15.19
9.22@biggar.Mountaineye,-,1.43,146.85,14.45
9.22@biggar.Mountaineye,-,5.75,105.55,74.59
9.22@biggar.Mountaineye,-,1.40,154.19,-57.27
9.22@biggar.Mountaineye,9.23@biggar.Mountaineye,7.45,58.04,7.30
9.23@biggar.Mountaineye,-,3.73,211.56,6.45
9.23@biggar.Mountaineye,-,7.20,242.28,4.24
9.23@biggar.Mountaineye,-,13.49,269.28,5.17
9.23@biggar.Mountaineye,-,14.09,326.77,2.79
9.23@biggar.Mountaineye,-,8.38,342.58,-1.43
9.23@biggar.Mountaineye,-,8.62,2.33,12.24
9.23@biggar.Mountaineye,-,9.28,31.75,15.01
9.23@biggar.Mountaineye,-,10.94,85.81,8.46
9.23@biggar.Mountaineye,-,4.58,56.79,78.50
9.23@biggar.Mountaineye,-,1.95,220.15,-82.32
9.23@biggar.Mountaineye,-,11.60,130.01,8.26
9.23@biggar.Mountaineye,9.24@biggar.Mountaineye,19.96,107.74,0.51
9.24@biggar.Mountaineye,-,2.74,177.31,8.60
9.24@biggar.Mountaineye,-,7.59,5.42,20.53
9.24@biggar.Mountaineye,-,7.03,84.97,74.39
9.24@biggar.Mountaineye,-,2.97,346.15,-28.61
9.24@biggar.Mountaineye,9.25@biggar.Mountaineye,13.97,85.47,-2.34
9.25@biggar.Mountaineye,-,11.01,341.16,25.91
9.25@biggar.Mountaineye,-,2.05,151.33,33.39
9.25@biggar.Mountaineye,-,8.37,35.63,68.80
9.25@biggar.Mountaineye,-,1.82,49.47,-50.76
9.25@biggar.Mountaineye,9.26@biggar.Mountaineye,14.18,55.76,7.55
9.26@biggar.Mountaineye,-,3.33,152.67,4.97
9.26@biggar.Mountaineye,-,11.85,348.93,27.31
9.26@biggar.Mountaineye,-,6.52,265.29,77.10
9.26@biggar.Mountaineye,-,3.10,208.11,-64.74
9.26@biggar.Mountaineye,-,16.99,25.52,14.49
9.26@biggar.Mountaineye,-,17.34,40.49,7.87
9.26@biggar.Mountaineye,-,23.69,50.62,3.28
9.26@biggar.Mountaineye,-,7.64,79.13,6.17
9.26@biggar.Mountaineye,-,15.35,80.99,3.25
9.26@biggar.Mountaineye,9.27@biggar.Mountaineye,31.47,72.39,0.14
9.27@biggar.Mountaineye,-,10.93,332.09,14.29
9.27@biggar.Mountaineye,-,8.80,159.75,13.26
9.27@biggar.Mountaineye,-,9.39,267.64,72.63
9.27@biggar.Mountaineye,-,2.98,73.97,-53.07
9.27@biggar.Mountaineye,-,16.19,245.18,4.69
9.27@biggar.Mountaineye,-,9.51,219.50,7.40
9.27@biggar.Mountaineye,-,13.40,116.08,-9.18
9.27@biggar.Mountaineye,-,13.63,148.96,-7.80
9.27@biggar.Mountaineye,-,20.93,82.37,6.37
9.27@biggar.Mountaineye,9.901@biggar.Mountaineye,24.25,65.00,4.52
9.901@biggar.Mountaineye,-,12.44,253.24,1.30
9.901@biggar.Mountaineye,-,8.86,338.23,5.42
9.901@biggar.Mountaineye,-,6.11,134.64,20.16
9.901@biggar.Mountaineye,-,7.15,32.45,78.07
9.901@biggar.Mountaineye,-,4.61,18.72,-55.87
9.901@biggar.Mountaineye,9.902@biggar.Mountaineye,28.34,63.15,20.06
9.902@biggar.Mountaineye,-,8.49,324.53,-9.55
9.902@biggar.Mountaineye,-,8.83,191.21,-18.40
9.902@biggar.Mountaineye,-,12.66,290.10,-23.65
9.902@biggar.Mountaineye,-,9.87,301.77,-21.94
9.902@biggar.Mountaineye,-,25.66,262.92,-22.71
9.902@biggar.Mountaineye,-,2.93,155.81,81.89
9.902@biggar.Mountaineye,-,1.17,195.93,-64.12
9.902@biggar.Mountaineye,-,12.09,151.12,-13.40
9.902@biggar.Mountaineye,9.903@biggar.Mountaineye,8.36,133.55,-2.59
9.903@biggar.Mountaineye,-,12.90,358.42,28.67
9.903@biggar.Mountaineye,-,14.30,22.93,24.96
9.903@biggar.Mountaineye,-,15.81,52.21,12.20
9.903@biggar.Mountaineye,-,14.81,81.15,-6.44
9.903@biggar.Mountaineye,9.904@biggar.Mountaineye,3.08,254.35,-44.72
9.904@biggar.Mountaineye,-,4.98,171.45,0.37
9.904@biggar.Mountaineye,-,3.84,219.27,-2.48
9.904@biggar.Mountaineye,-,1.72,179.97,77.14
9.904@biggar.Mountaineye,-,0.94,231.44,-45.30
9.904@biggar.Mountaineye,-,3.81,220.01,-0.74
9.904@biggar.Mountaineye,-,6.02,113.63,3.57
9.27@biggar.Mountaineye,-,0.00,353.65,0.00
9.27@biggar.Mountaineye,9.28@biggar.Mountaineye,5.99,93.94,-8.64
9.28@biggar.Mountaineye,9.29@biggar.Mountaineye,17.45,143.93,-14.58
9.29@biggar.Mountaineye,-,4.07,190.92,36.52
9.29@biggar.Mountaineye,-,7.56,18.55,9.12
9.29@biggar.Mountaineye,-,2.93,306.78,72.48
9.29@biggar.Mountaineye,-,1.54,347.98,-54.33
9.29@biggar.Mountaineye,9.30@biggar.Mountaineye,13.56,117.05,1.09
9.29@biggar.Mountaineye,-,0.00,353.65,0.00
9.29@biggar.Mountaineye,-,9.04,56.26,8.73
9.29@biggar.Mountaineye,-,16.64,81.68,6.31
9.29@biggar.Mountaineye,-,17.80,79.43,5.99
9.29@biggar.Mountaineye,-,13.43,67.11,5.50
9.29@biggar.Mountaineye,-,12.92,91.26,12.89
9.30@biggar.Mountaineye,-,0.00,353.65,0.00
9.30@biggar.Mountaineye,-,6.09,14.55,24.66
9.30@biggar.Mountaineye,-,6.32,255.12,9.55
9.30@biggar.Mountaineye,-,3.05,299.63,58.17
9.30@biggar.Mountaineye,-,2.49,275.23,-47.02
9.30@biggar.Mountaineye,9.31@biggar.Mountaineye,1.21,204.36,-8.65
9.31@biggar.Mountaineye,-,5.96,232.13,17.81
9.31@biggar.Mountaineye,-,3.46,95.77,11.87
9.31@biggar.Mountaineye,-,1.25,39.40,-82.89
9.31@biggar.Mountaineye,-,3.26,226.11,56.45
9.31@biggar.Mountaineye,9.32@biggar.Mountaineye,17.20,139.35,-2.21
9.32@biggar.Mountaineye,-,8.57,337.31,12.85
9.32@biggar.Mountaineye,-,10.76,263.87,19.61
9.32@biggar.Mountaineye,-,5.67,194.10,17.71
9.32@biggar.Mountaineye,-,6.42,39.25,10.68
9.32@biggar.Mountaineye,-,3.94,61.90,73.31
9.32@biggar.Mountaineye,-,1.52,33.23,-83.31
9.32@biggar.Mountaineye,9.33@biggar.Mountaineye,17.69,116.40,-2.57
9.33@biggar.Mountaineye,-,9.87,282.72,7.55
9.33@biggar.Mountaineye,-,13.47,322.64,6.17
9.33@biggar.Mountaineye,-,15.69,321.47,6.21
9.33@biggar.Mountaineye,-,9.83,282.56,7.49
9.33@biggar.Mountaineye,-,6.87,222.86,5.99
9.33@biggar.Mountaineye,-,12.45,31.86,9.62
9.33@biggar.Mountaineye,-,5.00,145.29,86.52
9.33@biggar.Mountaineye,-,1.03,261.85,-46.21
9.33@biggar.Mountaineye,-,3.47,262.60,-46.77
9.33@biggar.Mountaineye,-,8.90,350.37,21.10
9.33@biggar.Mountaineye,-,12.01,32.38,10.37
9.33@biggar.Mountaineye,-,8.51,51.61,11.46
9.33@biggar.Mountaineye,-,11.21,79.80,9.11
9.33@biggar.Mountaineye,-,12.60,46.71,9.25
9.33@biggar.Mountaineye,-,12.62,46.57,8.77
9.33@biggar.Mountaineye,9.34@biggar.Mountaineye,16.17,98.58,-13.29
9.34@biggar.Mountaineye,-,6.50,178.40,2.63
9.34@biggar.Mountaineye,-,4.73,345.34,4.64
9.34@biggar.Mountaineye,-,7.64,258.90,86.99
9.34@biggar.Mountaineye,-,1.57,201.88,-77.66
9.34@biggar.Mountaineye,-,12.34,224.34,0.19
9.34@biggar.Mountaineye,-,9.66,244.46,-1.01
9.34@biggar.Mountaineye,-,6.51,249.30,0.96
9.34@biggar.Mountaineye,-,7.43,3.19,29.02
9.34@biggar.Mountaineye,9.35@biggar.Mountaineye,19.18,232.28,-3.50
9.35@biggar.Mountaineye,-,3.63,324.93,7.79
9.35@biggar.Mountaineye,-,0.73,157.80,-11.04
9.35@biggar.Mountaineye,-,3.58,328.36,59.27
9.35@biggar.Mountaineye,-,2.21,295.55,-39.42
8.2@downsup.Mountaineye,-,0.00,353.65,0.00
8.2@downsup.Mountaineye,10.1@downsup.Mountaineye,6.77,317.58,5.98
10.1@downsup.Mountaineye,-,6.87,29.44,-2.89
10.1@downsup.Mountaineye,-,3.23,301.14,28.34
10.1@downsup.Mountaineye,-,31.53,310.17,79.89
10.1@downsup.Mountaineye,-,2.58,1.35,-42.24
10.1@downsup.Mountaineye,10.2@downsup.Mountaineye,6.67,21.70,-24.72
10.2@downsup.Mountaineye,-,5.23,262.19,20.90
10.2@downsup.Mountaineye,-,1.24,63.40,15.36
10.2@downsup.Mountaineye,-,34.45,176.19,86.50
10.2@downsup.Mountaineye,-,2.61,333.65,-71.58
10.2@downsup.Mountaineye,-,3.96,338.29,56.19
10.2@downsup.Mountaineye,10.3@downsup.Mountaineye,9.17,354.29,-6.81
10.3@downsup.Mountaineye,-,2.07,85.57,-2.02
10.3@downsup.Mountaineye,-,0.46,305.07,3.91
10.3@downsup.Mountaineye,-,10.27,207.14,19.84
10.3@downsup.Mountaineye,-,9.34,227.03,27.80
10.3@downsup.Mountaineye,-,2.07,148.55,72.96
10.3@downsup.Mountaineye,-,1.80,12.61,-72.13
10.3@downsup.Mountaineye,10.4@downsup.Mountaineye,17.41,327.01,8.92
10.4@downsup.Mountaineye,-,11.53,326.10,12.89
10.4@downsup.Mountaineye,-,11.90,126.52,-10.85
10.4@downsup.Mountaineye,-,12.08,140.05,-5.06
10.4@downsup.Mountaineye,-,11.63,90.21,-7.55
10.4@downsup.Mountaineye,-,2.32,113.09,85.30
10.4@downsup.Mountaineye,-,11.66,131.29,-6.87
10.4@downsup.Mountaineye,-,0.71,167.45,-51.91
10.4@downsup.Mountaineye,-,18.23,174.22,7.77
10.4@downsup.Mountaineye,-,7.45,197.94,21.51
10.4@downsup.Mountaineye,-,18.68,197.59,11.60
10.4@downsup.Mountaineye,-,8.39,262.19,13.12
10.4@downsup.Mountaineye,-,13.57,293.57,14.96
10.4@downsup.Mountaineye,-,10.82,1.22,13.29
10.4@downsup.Mountaineye,10.5@downsup.Mountaineye,14.60,42.31,1.62
10.5@downsup.Mountaineye,-,7.84,133.00,-8.30
10.5@downsup.Mountaineye,-,2.38,20.97,15.35
10.5@downsup.Mountaineye,-,1.31,102.43,55.06
10.5@downsup.Mountaineye,-,1.47,71.35,-58.07
10.5@downsup.Mountaineye,-,9.66,124.13,-19.64
10.5@downsup.Mountaineye,10.6@downsup.Mountaineye,6.79,53.54,2.54
10.6@downsup.Mountaineye,-,2.50,304.82,-7.28
10.6@downsup.Mountaineye,-,4.62,110.07,-8.67
10.6@downsup.Mountaineye,-,1.45,359.45,-79.49
10.6@downsup.Mountaineye,-,8.64,96.26,-37.32
10.6@downsup.Mountaineye,10.7@downsup.Mountaineye,13.41,17.14,-5.50
10.7@downsup.Mountaineye,-,6.40,111.21,-7.35
10.7@downsup.Mountaineye,-,0.42,92.19,57.41
10.7@downsup.Mountaineye,-,7.27,123.18,-27.80
10.7@downsup.Mountaineye,-,1.24,37.38,-75.04
10.7@downsup.Mountaineye,10.8@downsup.Mountaineye,9.31,62.58,-20.62
10.8@downsup.Mountaineye,-,2.93,126.86,48.33
10.8@downsup.Mountaineye,-,6.35,318.34,22.88
10.8@downsup.Mountaineye,-,3.85,352.99,72.42
10.8@downsup.Mountaineye,-,2.20,332.27,-18.22
10.8@downsup.Mountaineye,10.9@downsup.Mountaineye,13.46,10.50,2.21
10.9@downsup.Mountaineye,-,1.09,292.57,-23.80
10.9@downsup.Mountaineye,-,5.97,106.66,19.33
10.9@downsup.Mountaineye,-,4.24,111.17,57.12
10.9@downsup.Mountaineye,-,1.62,53.39,-38.59
10.9@downsup.Mountaineye,10.10@downsup.Mountaineye,4.20,27.81,-2.14
10.10@downsup.Mountaineye,-,6.13,93.74,21.80
10.10@downsup.Mountaineye,-,1.01,331.58,-17.09
10.10@downsup.Mountaineye,-,4.29,78.96,60.87
10.10@downsup.Mountaineye,-,1.06,48.32,-52.49
10.10@downsup.Mountaineye,10.11@downsup.Mountaineye,12.78,27.19,5.77
10.11@downsup.Mountaineye,-,5.45,294.40,12.23
10.11@downsup.Mountaineye,-,3.27,328.45,11.24
10.11@downsup.Mountaineye,-,3.60,261.27,26.31
10.11@downsup.Mountaineye,-,0.59,70.45,65.41
10.11@downsup.Mountaineye,-,7.35,271.80,9.28
10.11@downsup.Mountaineye,-,0.70,250.83,-29.71
10.11@downsup.Mountaineye,-,3.54,249.74,-28.89
10.11@downsup.Mountaineye,-,5.48,182.43,-5.58
10.11@downsup.Mountaineye,-,7.73,244.48,-0.51
10.11@downsup.Mountaineye,10.12@downsup.Mountaineye,5.04,303.58,16.63
10.12@downsup.Mountaineye,-,2.62,69.80,-10.51
10.12@downsup.Mountaineye,-,1.56,285.50,-14.24
10.12@downsup.Mountaineye,-,1.17,41.40,20.04
10.12@downsup.Mountaineye,-,1.10,6.90,-54.74
10.12@downsup.Mountaineye,10.13@downsup.Mountaineye,15.16,11.20,1.43
10.13@downsup.Mountaineye,-,4.85,280.89,-3.77
10.13@downsup.Mountaineye,-,7.07,268.40,10.90
10.13@downsup.Mountaineye,-,3.24,271.41,59.39
10.13@downsup.Mountaineye,-,2.72,190.42,-49.20
10.13@downsup.Mountaineye,-,6.74,155.07,10.84
10.13@downsup.Mountaineye,-,10.00,215.52,8.77
10.13@downsup.Mountaineye,10.14@downsup.Mountaineye,13.32,13.27,-4.39
10.14@downsup.Mountaineye,-,7.65,138.18,19.77
10.14@downsup.Mountaineye,-,3.63,128.87,55.95
10.14@downsup.Mountaineye,-,1.55,122.47,-50.26
10.14@downsup.Mountaineye,-,8.88,173.41,16.57
10.14@downsup.Mountaineye,10.15@downsup.Mountaineye,9.53,83.14,9.63
10.15@downsup.Mountaineye,-,3.83,346.33,-22.21
10.15@downsup.Mountaineye,-,1.74,107.68,-13.60
10.15@downsup.Mountaineye,-,4.11,12.57,-33.89
10.15@downsup.Mountaineye,-,0.21,328.39,58.41
10.15@downsup.Mountaineye,10.16@downsup.Mountaineye,6.73,55.30,-12.68
10.16@downsup.Mountaineye,-,2.70,176.02,0.89
10.16@downsup.Mountaineye,-,1.78,345.97,-20.36
10.16@downsup.Mountaineye,-,1.17,120.68,-77.73
10.16@downsup.Mountaineye,10.17@downsup.Mountaineye,3.24,89.73,-27.31
10.17@downsup.Mountaineye,-,2.45,354.78,10.47
10.17@downsup.Mountaineye,-,1.86,148.46,26.78
10.17@downsup.Mountaineye,-,1.02,29.38,71.16
10.17@downsup.Mountaineye,10.18@downsup.Mountaineye,8.20,72.79,2.98
10.18@downsup.Mountaineye,-,4.88,193.97,-20.35
10.18@downsup.Mountaineye,-,4.82,162.43,-24.20
10.18@downsup.Mountaineye,-,3.05,116.65,-11.55
10.18@downsup.Mountaineye,-,4.32,295.75,-7.16
10.18@downsup.Mountaineye,-,1.77,225.97,-68.05
10.18@downsup.Mountaineye,-,3.08,98.90,-15.71
10.18@downsup.Mountaineye,10.19@downsup.Mountaineye,8.05,32.77,-2.81
10.19@downsup.Mountaineye,-,2.68,290.65,-1.33
10.19@downsup.Mountaineye,-,3.69,92.87,-14.41
10.19@downsup.Mountaineye,-,1.31,359.35,-85.01
10.19@downsup.Mountaineye,10.20@downsup.Mountaineye,9.83,5.65,-4.61
10.20@downsup.Mountaineye,-,4.17,275.09,6.56
10.20@downsup.Mountaineye,-,1.81,278.35,-27.11
10.20@downsup.Mountaineye,-,1.24,278.92,20.08
10.20@downsup.Mountaineye,-,1.07,116.18,-28.08
8.7@endofem.Mountaineye,801.0@endofem.Mountaineye,0.00,353.65,0.00
801.0@endofem.Mountaineye,801.1@endofem.Mountaineye,16.73,264.57,32.46
801.1@endofem.Mountaineye,-,10.07,351.00,3.77
801.1@endofem.Mountaineye,-,3.36,156.90,4.66
801.1@endofem.Mountaineye,-,12.69,342.22,53.83
801.1@endofem.Mountaineye,-,1.60,190.14,-85.67
801.1@endofem.Mountaineye,-,7.06,148.52,-19.92
801.1@endofem.Mountaineye,801.2@endofem.Mountaineye,8.73,291.74,25.50
801.2@endofem.Mountaineye,-,8.64,355.40,13.08
801.2@endofem.Mountaineye,-,8.57,197.37,31.78
